Sodium,Glucose,Hydration,Lactate,HealthScore
79.963209507789,117.78284815388591,0.5784344458570181,1.2602077838247405,50.0
126.05714451279329,67.5725968495544,2.73689284803483,1.7536565256438137,77.55061993848952
108.5595153449124,74.54658426851523,1.6641814056092143,1.2965471792453607,70.93601363715335
97.89267873576293,140.86987696743714,2.5314351584909023,0.8991614019067502,87.78490802608671
62.48149123539492,114.57861536936309,1.1641339227826517,1.0428614199527035,59.18171996560918
62.47956162689621,60.82773464549667,2.7179127169397415,2.573504456147266,50.385455292115154
54.64668897345596,69.13243885794289,1.3508445325822405,1.4285017328260663,50.0
119.29409166199481,119.71515921972502,0.32926165899680554,2.1392143747163397,58.11651258258059
98.0892009394567,60.455542546159684,2.744531336332012,2.765377718846856,63.71105127813883
106.64580622368364,74.47272462757488,0.5464740273225606,3.606776728832144,50.61043120053613
51.646759543664196,109.38604104299276,1.1621468214941202,0.6769046292849452,50.0
127.59278817295954,122.27056779234239,2.8651673110371734,4.097346795090692,90.83668112784976
116.59541126403374,118.67651335523405,2.8666392967314014,3.3255517527090848,79.93917601925783
66.9871288542621,80.18423785145038,1.8482822979328726,0.8679156437699236,50.74557256862049
64.54599737656805,124.09612992127823,2.005960472858458,4.431103808480497,50.31990043254881
64.6723607882747,81.352417874712,1.5108029093414634,4.643925802393159,50.0
74.33937943676301,89.2859728343341,1.0916690835847742,0.7748508193468868,53.64185051485926
91.98051453057903,127.18422646062217,1.1873942724987732,1.7459494166624168,61.779633378903064
84.55560149136926,118.46696091424931,2.1157998314080038,4.127905759068776,55.51245492749785
73.29833121584335,136.430106944476,2.331411229481736,3.867168606726463,58.37990197469456
98.94823157779035,119.18516030703091,2.437263418059791,1.3303445871036979,73.55452304468317
61.15950885216335,111.14777430019245,2.4319689855452955,1.4420719550151964,70.35806108755703
73.37157188281745,68.43072910452833,0.5462564782314641,2.167124462561219,50.0
79.30894746349534,93.09442227534902,1.63493482269697,2.680353433359596,50.0
86.48559873736288,83.86821309135529,0.4554086520449396,3.282146471886332,50.0
112.81407691144109,81.95906790411752,1.7837279822740861,2.160111378063976,62.38947587213039
65.97390257266878,147.5709499277201,1.4921323537081181,2.5814062225991656,50.0
91.13875507308893,95.37879522000844,2.6968012934474093,3.8636192216019043,65.38668572460959
97.39316550896339,140.2841899659402,1.2474705338906125,0.6650744130076905,67.26467150772442
53.71603301759982,116.80247633975367,0.6160809443545359,1.6359662495480933,50.0
98.60358815211507,131.53301731874836,0.6860775415426568,3.710073136480486,64.57308952657651
63.64192989498332,105.23733837946729,2.356078705637175,4.528430769592397,60.27679730931419
55.20412743882236,111.92134961637231,1.969188770953905,2.8025484895204977,51.68785543264508
125.91084298026666,104.32659244369775,0.5730312255315337,2.8945106836939205,53.0472327270387
127.25056264596475,77.571868901824,0.5270883765104931,0.9822740510289922,69.86267725345047
114.67178784931689,125.02069037353547,2.192616654939624,2.513355650705546,76.60122184755974
74.36910153386965,85.26951261967702,0.4964601171833225,2.8967776990476044,50.0
57.81376912051071,62.18843697883084,2.5190221600839617,1.5911172663562834,51.66917976449641
104.73864212097254,118.09250663164511,2.20685401332254,1.7115945392722143,74.67586882114104
85.21219949916811,75.9399611466344,0.5196417077331293,2.197778733970802,50.0
59.76305878758231,144.6412725917623,0.5290618280300182,0.5903203899997687,50.0
89.61415280890162,145.85357193023287,2.9639268619531736,1.9493562451243023,79.06122165179823
52.75108168921747,142.33779511984037,1.310531148541525,1.4515160314844509,54.33139660209967
122.74563216630257,93.31428302299,1.3007337970806057,1.9737380848006159,61.82928420002478
70.70239852800135,61.391095487598065,2.4945588315952567,1.0389295931866305,52.79243887211351
103.00178274831856,143.54867063289527,2.8575711589364183,4.507372763329528,79.70338615223923
74.93688608715289,98.53657334855829,2.9622028723217513,3.171166040993219,64.19319104998432
91.60544169422487,146.99893371393026,2.3341211001991424,3.5559604361502033,80.63067432365798
93.73682234746238,146.72579793803277,1.3159008809334727,4.051270573733023,50.0
64.78835644204216,136.7708509920624,0.5254519350864056,2.7429898951807576,52.01675095113999
127.56677022116469,86.5004002862627,2.3982966730040793,0.8911412963934067,84.00122122334407
112.01062586888916,94.65879557417327,1.8076914742866739,2.916979438183465,54.410951579960454
125.15991532513513,136.6023004365171,1.445399424966836,3.140785031093956,71.32742090192266
121.5861880342119,88.52298046406499,2.747156839755787,3.854477633829485,72.08586130299652
97.83199830488681,75.25434720174832,0.6002332022266086,2.442467958033557,50.0
